isothermal_c,isothermal_rh,crc16
1520225327.02,31.211,67.898,3e4f
1520225327.62,31.247,67.903,f58b
1520225328.23,31.257,67.896,c3a5
1520225328.83,31.261,67.891,1ecd
1520225329.44,31.279,67.891,eb34
1520225330.04,31.275,67.888,589b
1520225330.65,31.297,67.883,1521
1520225331.25,31.304,67.883,70cd
1520225331.86,31.329,67.873,f0f0
1520225332.46,31.318,67.886,dafc
1520225333.06,31.332,67.886,8de7
1520225333.67,31.350,67.873,1852
1520225334.27,31.357,67.865,8cbd
1520225334.87,31.368,67.870,1baf
1520225335.48,31.379,67.858,5035
1520225336.08,31.397,67.868,e800
1520225336.69,31.418,67.870,b6fe
1520225337.29,31.422,67.855,3c01
1520225337.89,31.429,67.870,dc69
1520225338.50,31.425,67.863,ce8c
1520225339.10,31.450,67.860,07fa
1520225339.71,31.458,67.847,0fa5
1520225340.31,31.472,67.853,2b0b
1520225340.92,31.486,67.847,cf87
1520225341.52,31.490,67.850,e7b9
1520225342.12,31.508,67.847,172c
1520225342.73,31.511,67.847,a506
1520225343.33,31.529,67.845,b6da
1520225343.94,31.525,67.830,6e5f
1520225344.54,31.554,67.835,c882
1520225345.14,31.550,67.819,6001
1520225345.75,31.568,67.858,8f7a
1520225346.35,31.583,67.832,214e
1520225346.95,31.601,67.830,169a
1520225347.56,31.601,67.825,750e
1520225348.16,31.604,67.827,1df2
1520225348.77,31.626,67.827,5433
1520225349.37,31.626,67.837,6702
1520225349.98,31.643,67.822,16a0
1520225350.58,31.658,67.814,1eb9
1520225351.19,31.661,67.822,5f61
1520225351.79,31.679,67.812,ffcb
1520225352.39,31.672,67.819,980f
1520225353.00,31.693,67.814,7d06
1520225353.60,31.701,67.807,5c6b
1520225354.20,31.711,67.794,1182
1520225354.81,31.729,67.809,6518
1520225355.41,31.736,67.804,8654
1520225356.02,31.740,67.804,b734
1520225356.62,31.751,67.809,ca69
1520225357.22,31.769,67.794,bef3
1520225357.83,31.779,67.792,3516
1520225358.43,31.794,67.792,1005
1520225359.04,31.804,67.794,e4ae
1520225359.64,31.815,67.799,99f3
1520225360.25,31.833,67.789,ec6e
1520225360.85,31.840,67.784,441d
1520225361.46,31.844,67.789,9add
1520225362.06,31.861,67.784,c5a9
1520225362.66,31.865,67.792,9933
1520225363.27,31.869,67.776,eb0f
1520225363.87,31.894,67.786,3501
1520225364.47,31.904,67.779,7949
1520225365.08,31.901,67.776,c018
1520225365.68,31.908,67.786,892f
1520225366.28,31.926,67.769,03b9
1520225366.89,31.933,67.761,212c
1520225367.49,31.951,67.769,750a
1520225368.10,31.972,67.776,b9c6
1520225368.70,31.972,67.769,7b18
1520225369.31,31.979,67.769,adb7
1520225369.91,31.990,67.769,87c9
1520225370.52,31.997,67.769,40d1
1520225371.12,32.015,67.771,7420
1520225371.72,32.015,67.758,836b
1520225372.33,32.037,67.769,8fd8
1520225372.93,32.058,67.748,7ad1
1520225373.53,32.055,67.753,aeef
1520225374.14,32.062,67.761,31a2
1520225374.74,32.076,67.764,8549
1520225375.35,32.094,67.761,293d
1520225375.95,32.087,67.746,1cee
1520225376.55,32.115,67.751,7d07
1520225377.16,32.112,67.736,605e
1520225377.76,32.119,67.746,2f66
1520225378.37,32.144,67.751,4d18
1520225378.97,32.155,67.743,f29b
1520225379.58,32.162,67.743,18c7
1520225380.18,32.165,67.746,8f7a
1520225380.79,32.183,67.751,3f10
1520225381.39,32.201,67.746,6b50
1520225381.99,32.205,67.746,643d
1520225382.60,32.223,67.741,5276
1520225383.20,32.219,67.736,073e
1520225383.80,32.230,67.741,7120
1520225384.41,32.248,67.741,de51
1520225385.01,32.255,67.730,eaa0
1520225385.61,32.269,67.728,646a
1520225386.22,32.280,67.743,55d9
1520225386.82,32.283,67.733,043b
1520225387.43,32.294,67.725,7bf7
1520225388.03,32.308,67.728,1674
1520225388.64,32.316,67.720,e24e
1520225389.24,32.326,67.730,fc3b
1520225389.85,32.337,67.728,e2f2
1520225390.45,32.351,67.718,6de2
1520225391.05,32.351,67.718,6de2
1520225391.66,32.369,67.720,8a27
1520225392.26,32.376,67.723,88a5
1520225392.87,32.391,67.723,3cca
1520225393.47,32.405,67.718,09b9
1520225394.07,32.423,67.720,9b4e
1520225394.68,32.416,67.723,ced7
1520225395.28,32.437,67.720,7f00
1520225395.88,32.448,67.718,c332
1520225396.49,32.451,67.710,f010
1520225397.09,32.462,67.710,1521
1520225397.70,32.473,67.705,da45
1520225398.30,32.476,67.710,f16f
1520225398.91,32.484,67.702,f5ee
1520225399.51,32.491,67.705,2694
1520225400.12,32.505,67.705,8460
1520225400.72,32.519,67.695,f35c
1520225401.32,32.537,67.705,2682
1520225401.93,32.559,67.695,6fb3
1520225402.53,32.551,67.700,ac64
1520225403.13,32.562,67.692,e4bf
1520225403.74,32.566,67.692,ebd2
1520225404.34,32.591,67.695,c479
1520225404.94,32.602,67.690,2fba
1520225405.55,32.598,67.708,c175
1520225406.15,32.619,67.692,3274
1520225406.76,32.623,67.682,bd7d
1520225407.36,32.641,67.690,7b20
1520225407.97,32.652,67.677,0b9e
1520225408.57,32.666,67.690,7a5f
1520225409.18,32.677,67.695,860a
1520225409.78,32.677,67.680,e59e
1520225410.38,32.687,67.690,4efb
1520225410.99,32.698,67.687,3fcc
1520225411.59,32.712,67.672,a891
1520225412.20,32.723,67.680,f27a
1520225412.80,32.730,67.667,82c4
1520225413.40,32.741,67.682,0716
1520225414.01,32.752,67.685,54a7
1520225414.61,32.752,67.687,74e5
1520225415.21,32.759,67.680,d2ad
1520225415.82,32.777,67.667,d933
1520225416.42,32.795,67.675,3691
1520225417.03,32.802,67.677,45a6
1520225417.63,32.798,67.664,43e5
1520225418.24,32.812,67.667,9db4
1520225418.84,32.830,67.667,d475
1520225419.45,32.841,67.669,c3c3
1520225420.05,32.841,67.669,c3c3
1520225420.65,32.862,67.657,794c
1520225421.26,32.870,67.664,78f9
1520225421.86,32.891,67.664,4c5d
1520225422.46,32.895,67.659,c7ce
1520225423.07,32.905,67.669,3f04
1520225423.67,32.913,67.657,e071
1520225424.28,32.920,67.657,0540
1520225424.88,32.920,67.659,e48e
1520225425.48,32.934,67.662,e4f8
1520225426.09,32.952,67.657,3b4d
1520225426.69,32.959,67.662,e814
1520225427.30,32.963,67.662,542c
1520225427.90,32.973,67.669,0e64
1520225428.51,32.988,67.654,c461
1520225429.11,33.002,67.664,0fca
1520225429.71,33.013,67.659,27c4
1520225430.32,33.016,67.664,eb84
1520225430.92,33.034,67.649,158a
1520225431.53,33.048,67.649,b596
1520225432.13,33.063,67.647,4490
1520225432.73,33.070,67.647,67c6
1520225433.34,33.066,67.647,0c2e
1520225433.94,33.084,67.657,c3ce
1520225434.55,33.091,67.641,33a4
1520225435.15,33.102,67.649,d740
1520225435.75,33.120,67.644,4f2c
1520225436.36,33.113,67.639,e227
1520225436.96,33.134,67.644,ab62
1520225437.57,33.141,67.649,83da
1520225438.17,33.152,67.647,4142
1520225438.78,33.170,67.649,e94d
1520225439.38,33.163,67.657,18e4
1520225439.98,33.177,67.654,ccc9
1520225440.59,33.181,67.634,7ef0
1520225441.19,33.202,67.644,b722
1520225441.79,33.209,67.631,a8bf
1520225442.40,33.206,67.634,21d8
1520225443.00,33.227,67.639,71c1
1520225443.61,33.231,67.626,d8f7
1520225444.21,33.249,67.634,64f5
1520225444.81,33.263,67.639,e243
1520225445.42,33.266,67.629,99cc
1520225446.02,33.274,67.639,ce78
1520225446.63,33.292,67.641,255b
1520225447.23,33.292,67.621,8ffd
1520225447.84,33.295,67.619,9cbe
1520225448.44,33.317,67.619,55a2
1520225449.05,33.345,67.629,f89b
1520225449.65,33.345,67.626,0974
1520225450.25,33.345,67.634,1a07
1520225450.86,33.356,67.629,dbcd
1520225451.46,33.377,67.619,0f2a
1520225452.06,33.377,67.616,fec5
1520225452.67,33.381,67.619,17b5
1520225453.27,33.399,67.624,66b2
1520225453.88,33.402,67.611,6bcd
1520225454.48,33.420,67.631,446e
1520225455.08,33.431,67.629,5aa7
1520225455.69,33.438,67.621,82a6
1520225456.29,33.445,67.616,40dd
1520225456.90,33.460,67.626,9b57
1520225457.50,33.467,67.619,f8f3
1520225458.11,33.474,67.619,dba5
1520225458.71,33.485,67.613,a568
1520225459.31,33.495,67.624,6bff
1520225459.92,33.513,67.621,fd2b
1520225460.52,33.510,67.619,e105
1520225461.12,33.510,67.613,404f
1520225461.73,33.538,67.616,c857
1520225462.33,33.538,67.611,b8b0
1520225462.94,33.560,67.613,f1e4
1520225463.54,33.549,67.608,ecd0
1520225464.15,33.585,67.616,9a88
1520225464.75,33.581,67.601,d633
1520225465.35,33.585,67.606,a9b9
1520225465.96,33.603,67.603,e1e7
1520225466.56,33.610,67.606,9214
1520225467.17,33.624,67.616,830c
1520225467.77,33.631,67.611,5076
1520225468.38,33.631,67.596,f068
1520225468.98,33.656,67.606,8e30
1520225469.58,33.663,67.596,0802
1520225470.19,33.667,67.603,b402
1520225470.79,33.681,67.606,171b
1520225471.39,33.692,67.596,d785
1520225472.00,33.706,67.606,96b9
1520225472.60,33.710,67.611,be87
1520225473.21,33.713,67.611,76f2
1520225473.81,33.731,67.606,7ce5
1520225474.41,33.735,67.601,036f
1520225475.02,33.746,67.591,9979
1520225475.62,33.760,67.608,ad34
1520225476.23,33.760,67.601,3c1d
1520225476.83,33.778,67.606,b903
1520225477.44,33.767,67.598,89e4
1520225478.04,33.788,67.603,71f2
1520225478.64,33.796,67.593,e708
1520225479.25,33.803,67.593,3bdb
1520225479.85,33.813,67.603,3330
1520225480.46,33.828,67.596,7bb6
1520225481.06,33.842,67.593,e0e7
1520225481.66,33.849,67.583,0579
1520225482.27,33.864,67.591,8609
1520225482.87,33.856,67.598,b5c2
1520225483.48,33.874,67.591,6d2a
1520225484.08,33.889,67.591,a31a
1520225484.68,33.892,67.586,dd40
1520225485.29,33.903,67.583,67af
1520225485.89,33.921,67.598,ac34
1520225486.50,33.935,67.591,d953
1520225487.10,33.924,67.596,0544
1520225487.71,33.949,67.588,db57
1520225488.31,33.949,67.588,db57
1520225488.91,33.964,67.586,aa9a
1520225489.52,33.981,67.593,f2c7
1520225490.12,33.985,67.588,7ff0
1520225490.72,33.996,67.588,5ca6
1520225491.33,34.007,67.591,56f4
1520225491.93,34.014,67.593,55e0
1520225492.54,34.021,67.580,3348
1520225493.14,34.035,67.593,d454
1520225493.75,34.039,67.580,c6b1
1520225494.35,34.042,67.586,c173
1520225494.95,34.067,67.578,be5a
1520225495.56,34.067,67.588,ae64
1520225496.16,34.078,67.588,9c85
1520225496.77,34.092,67.580,ff86
1520225497.37,34.099,67.583,194a
1520225497.97,34.117,67.586,9144
1520225498.58,34.117,67.588,708a
1520225499.18,34.132,67.578,ee6d
1520225499.79,34.135,67.580,b843
1520225500.39,34.157,67.580,6d6d
1520225500.99,34.150,67.575,eaee
1520225501.60,34.171,67.573,0b9c
1520225502.20,34.182,67.586,1b26
1520225502.81,34.189,67.573,8d12
1520225503.41,34.178,67.570,62f6
1520225504.02,34.207,67.575,ebf5
1520225504.62,34.214,67.573,a865
1520225505.22,34.225,67.568,40a8
1520225505.83,34.235,67.570,19b2
1520225506.43,34.235,67.563,1ae0
1520225507.04,34.257,67.570,cc9c
1520225507.64,34.275,67.570,855d
1520225508.24,34.267,67.560,d2e9
1520225508.85,34.278,67.565,b0ad
1520225509.45,34.293,67.575,2644
1520225510.05,34.300,67.565,7099
1520225510.66,34.303,67.560,e849
1520225511.26,34.307,67.570,d415
1520225511.87,34.325,67.565,fe40
1520225512.47,34.346,67.583,2f74
1520225513.08,34.339,67.565,04d4
1520225513.68,34.350,67.570,64c1
1520225514.28,34.364,67.573,768b
1520225514.89,34.378,67.573,8c1f
1520225515.49,34.385,67.565,11d8
1520225516.10,34.400,67.580,1fc9
1520225516.70,34.403,67.560,f4b3
1520225517.30,34.425,67.558,6644
1520225517.91,34.421,67.558,6929
1520225518.51,34.432,67.555,9bd2
1520225519.12,34.436,67.565,c1ec
1520225519.72,34.450,67.565,1baf
1520225520.32,34.464,67.560,6923
1520225520.93,34.461,67.555,246b
1520225521.53,34.475,67.555,c025
1520225522.14,34.489,67.558,986b
1520225522.74,34.496,67.552,0bc0
1520225523.35,34.500,67.555,5675
1520225523.95,34.511,67.563,cf10
1520225524.55,34.507,67.560,949b
1520225525.16,34.528,67.563,bb5d
1520225525.76,34.536,67.555,fbfa
1520225526.37,34.546,67.568,ceaf
1520225526.97,34.553,67.550,b969
1520225527.57,34.564,67.552,7377
1520225528.18,34.582,67.547,e35f
1520225528.78,34.582,67.547,e35f
1520225529.38,34.586,67.552,8fa6
1520225529.99,34.600,67.550,b71f
1520225530.59,34.607,67.555,20a2
1520225531.20,34.625,67.558,b8ce
1520225531.80,34.625,67.563,5cf6
1520225532.41,34.636,67.558,9b98
1520225533.01,34.643,67.547,a053
1520225533.62,34.657,67.550,07cb
1520225534.22,34.668,67.545,90d9
1520225534.82,34.675,67.547,0ddc
1520225535.43,34.675,67.555,1eaf
1520225536.03,34.693,67.558,3cbe
1520225536.64,34.711,67.568,a0f1
1520225537.24,34.718,67.555,7d06
1520225537.84,34.725,67.552,76c1
1520225538.45,34.736,67.537,af94
1520225539.05,34.736,67.550,75d5
1520225539.65,34.754,67.550,a0fb
1520225540.26,34.764,67.550,8dbf
1520225540.86,34.782,67.552,5e41
1520225541.47,34.786,67.547,32b8
1520225542.07,34.786,67.550,716e
1520225542.68,34.789,67.547,eb7a
1520225543.28,34.793,67.563,b7c3
1520225543.89,34.811,67.545,418f
1520225544.49,34.818,67.540,4823
1520225545.09,34.825,67.547,43e4
1520225545.70,34.843,67.535,2072
1520225546.30,34.843,67.542,c902
1520225546.90,34.868,67.552,eafb
1520225547.51,34.872,67.545,d372
1520225548.11,34.882,67.560,7de1
1520225548.71,34.890,67.545,2fa3
1520225549.32,34.900,67.545,823a
1520225549.92,34.907,67.547,6560
1520225550.53,34.915,67.547,01e5
1520225551.13,34.918,67.547,5781
1520225551.74,34.950,67.552,b620
1520225552.34,34.950,67.550,9662
1520225552.95,34.965,67.542,e0eb
1520225553.55,34.961,67.535,06f6
1520225554.15,34.979,67.547,4ada
1520225554.76,34.990,67.532,a996
1520225555.36,34.990,67.542,3001
1520225555.97,34.990,67.545,40e6
1520225556.57,35.004,67.532,425c
1520225557.17,35.018,67.532,b8c8
1520225557.78,35.015,67.527,8d38
1520225558.38,35.033,67.535,d8e7
1520225558.98,35.047,67.540,af13
1520225559.59,35.047,67.545,ffb6
1520225560.19,35.058,67.537,7482
1520225560.80,35.061,67.540,e9bf
1520225561.40,35.072,67.537,2399
1520225562.01,35.086,67.530,c447
1520225562.61,35.093,67.535,377f
1520225563.22,35.111,67.540,3751
1520225563.82,35.104,67.540,94cc
1520225564.42,35.115,67.535,f10e
1520225565.03,35.125,67.542,353a
1520225565.63,35.143,67.545,9f9e
1520225566.23,35.151,67.540,abbe
1520225566.84,35.154,67.532,5ad5
1520225567.44,35.161,67.535,4fc8
1520225568.05,35.186,67.540,3295
1520225568.65,35.183,67.535,b319
1520225569.25,35.197,67.540,9e65
1520225569.86,35.204,67.547,55e4
1520225570.46,35.201,67.537,84cd
1520225571.07,35.218,67.537,36e7
1520225571.67,35.226,67.537,85b2
1520225572.28,35.229,67.545,e5a5
1520225572.88,35.240,67.537,5ff1
1520225573.48,35.261,67.524,dd17
1520225574.09,35.265,67.524,d27a
1520225574.69,35.265,67.532,818d
1520225575.30,35.290,67.540,e8b2
1520225575.90,35.283,67.532,7231
1520225576.50,35.304,67.537,a336
1520225577.11,35.315,67.540,e6b6
1520225577.71,35.322,67.537,e59a
1520225578.31,35.326,67.535,cab5
1520225578.92,35.336,67.522,6240
1520225579.52,35.351,67.532,cce1
1520225580.13,35.358,67.530,b5aa
1520225580.73,35.358,67.540,2c3d
1520225581.34,35.379,67.540,ad89
1520225581.94,35.376,67.532,cd9e
1520225582.55,35.383,67.522,2e45
1520225583.15,35.394,67.535,41a8
1520225583.75,35.401,67.540,1e02
1520225584.36,35.415,67.530,63db
1520225584.96,35.437,67.517,3c9f
1520225585.56,35.426,67.532,a6a8
1520225586.17,35.447,67.532,bbf3
1520225586.77,35.458,67.514,8fb6
1520225587.38,35.469,67.532,e385
1520225587.98,35.472,67.527,bd9d
1520225588.58,35.465,67.524,a1c5
1520225589.19,35.487,67.527,6d77
1520225589.79,35.501,67.522,fba3
1520225590.40,35.508,67.530,b1d9
1520225591.00,35.497,67.517,d307
1520225591.61,35.515,67.524,7f2b
1520225592.21,35.533,67.514,6cd4
1520225592.82,35.537,67.530,455f
1520225593.42,35.547,67.524,8741
1520225594.02,35.558,67.524,b5a0
1520225594.63,35.572,67.527,d2d8
1520225595.23,35.565,67.524,ce80
1520225595.83,35.594,67.522,71c1
1520225596.44,35.594,67.517,7437
1520225597.04,35.601,67.517,4f9a
1520225597.64,35.612,67.522,693a
1520225598.25,35.612,67.527,399f
1520225598.85,35.622,67.527,14db
1520225599.46,35.637,67.524,8725
1520225600.06,35.647,67.527,06ed
1520225600.67,35.658,67.530,77da
1520225601.27,35.665,67.540,956d
1520225601.88,35.672,67.535,7064
1520225602.48,35.687,67.524,839e
1520225603.08,35.694,67.522,c00e
1520225603.69,35.701,67.519,c111
1520225604.29,35.705,67.512,7f17
1520225604.89,35.715,67.517,c491
1520225605.50,35.723,67.519,88d0
1520225606.10,35.730,67.530,5ccd
1520225606.71,35.740,67.514,cb80
1520225607.31,35.751,67.532,61d4
1520225607.91,35.765,67.530,63bf
1520225608.52,35.762,67.524,d712
1520225609.12,35.762,67.527,e771
1520225609.73,35.783,67.519,6748
1520225610.33,35.798,67.527,ee59
1520225610.94,35.801,67.532,40a9
1520225611.54,35.812,67.522,50ce
1520225612.15,35.812,67.519,b4f6
1520225612.75,35.830,67.532,2a3e
1520225613.35,35.837,67.519,3a2f
1520225613.96,35.855,67.527,5b9c
1520225614.56,35.851,67.522,0454
1520225615.16,35.851,67.522,0454
1520225615.77,35.880,67.527,4d11
1520225616.37,35.883,67.524,b507
1520225616.97,35.883,67.537,b655
1520225617.58,35.901,67.532,2fec
1520225618.18,35.916,67.530,2395
1520225618.79,35.912,67.522,3f8b
1520225619.39,35.912,67.514,0a1e
1520225620.00,35.937,67.522,b152
1520225620.60,35.930,67.530,6539
1520225621.21,35.951,67.509,bc18
1520225621.81,35.958,67.524,52de
1520225622.41,35.966,67.509,5644
1520225623.02,35.969,67.512,0ddc
1520225623.62,35.973,67.517,2726
1520225624.23,35.991,67.517,dbf7
1520225624.83,35.994,67.504,901b
1520225625.43,36.005,67.517,36d7
1520225626.04,36.019,67.527,9910
1520225626.64,36.023,67.512,20de
1520225627.24,36.030,67.507,601c
1520225627.85,36.041,67.507,9664
1520225628.45,36.066,67.517,a42a
1520225629.06,36.059,67.527,05ff
1520225629.66,36.076,67.522,4aff
1520225630.27,36.073,67.514,37d4
1520225630.87,36.101,67.512,065a
1520225631.48,36.076,67.509,9df6
1520225632.08,36.098,67.519,43a1
1520225632.68,36.112,67.522,705f
1520225633.29,36.127,67.522,15a5
1520225633.89,36.116,67.509,a83b
1520225634.49,36.130,67.507,0f59
1520225635.10,36.155,67.517,2e5e
1520225635.70,36.162,67.514,f461
1520225636.30,36.159,67.512,6f4c
1520225636.91,36.173,67.512,3857
1520225637.51,36.191,67.517,9423
1520225638.12,36.191,67.512,c486
1520225638.72,36.202,67.502,4cd1
1520225639.33,36.205,67.504,eb0f
1520225639.93,36.219,67.502,715d
1520225640.54,36.227,67.514,91ff
1520225641.14,36.237,67.514,7adc
1520225641.74,36.244,67.512,63c4
1520225642.35,36.255,67.509,4d6e
1520225642.95,36.255,67.509,4d6e
1520225643.56,36.270,67.512,41ed
1520225644.16,36.270,67.512,41ed
1520225644.76,36.287,67.507,7d35
1520225645.37,36.280,67.517,891c
1520225645.97,36.302,67.507,7331
1520225646.57,36.312,67.519,4aed
1520225647.18,36.312,67.514,9b40
1520225647.78,36.327,67.517,ced9
1520225648.39,36.334,67.517,ed8f
1520225648.99,36.337,67.517,25fa
1520225649.60,36.348,67.512,1d36
1520225650.20,36.355,67.512,a071
1520225650.81,36.370,67.507,4d3c
1520225651.41,36.373,67.512,e6dd
1520225652.01,36.398,67.507,2091
1520225652.62,36.402,67.517,5cfa
1520225653.22,36.402,67.517,5cfa
1520225653.82,36.409,67.517,8a55
1520225654.43,36.409,67.496,24ed
1520225655.03,36.423,67.507,ee7f
1520225655.64,36.427,67.509,00dc
1520225656.24,36.441,67.507,3b51
1520225656.84,36.452,67.509,f9c9
1520225657.45,36.466,67.512,59ba
1520225658.05,36.470,67.499,3da0
1520225658.66,36.470,67.514,5294
1520225659.26,36.470,67.504,61a5
1520225659.87,36.488,67.517,e479
1520225660.47,36.502,67.512,631a
1520225661.07,36.513,67.512,cfea
1520225661.68,36.516,67.507,e4c0
1520225662.28,36.527,67.514,8d05
1520225662.89,36.538,67.507,bcb6
1520225663.49,36.552,67.517,4473
1520225664.09,36.552,67.504,4721
1520225664.70,36.552,67.507,7742
1520225665.30,36.577,67.512,9a0f
1520225665.90,36.577,67.514,fac9
1520225666.51,36.577,67.514,fac9
1520225667.11,36.591,67.519,d8d8
1520225667.72,36.598,67.512,30ba
1520225668.32,36.606,67.514,bd7e
1520225668.93,36.616,67.504,656c
1520225669.53,36.623,67.499,5c93
1520225670.14,36.645,67.514,e9e4
1520225670.74,36.648,67.512,df46
1520225671.34,36.663,67.514,af48
1520225671.95,36.659,67.517,2313
1520225672.55,36.670,67.512,ecd8
1520225673.15,36.681,67.509,b105
1520225673.76,36.691,67.522,8d2f
1520225674.36,36.695,67.517,87b4
1520225674.97,36.695,67.507,b485
1520225675.57,36.706,67.507,d169
1520225676.17,36.713,67.509,933a
1520225676.78,36.727,67.509,b113
1520225677.38,36.731,67.512,58a1
1520225677.99,36.745,67.502,d556
1520225678.59,36.752,67.519,7b37
1520225679.20,36.749,67.512,f7d0
1520225679.80,36.766,67.502,db44
1520225680.40,36.781,67.504,0fed
1520225681.01,36.784,67.502,2795
1520225681.61,36.784,67.496,eab9
1520225682.22,36.795,67.502,8b65
1520225682.82,36.802,67.502,d810
1520225683.42,36.809,67.504,6e79
1520225684.03,36.824,67.499,a27f
1520225684.63,36.824,67.514,cd4b
1520225685.23,36.838,67.496,a904
1520225685.84,36.856,67.507,f014
1520225686.44,36.867,67.502,ca26
1520225687.05,36.870,67.512,d52c
1520225687.65,36.877,67.509,906e
1520225688.26,36.884,67.494,9c4a
1520225688.86,36.884,67.494,9c4a
1520225689.47,36.902,67.504,d793
1520225690.07,36.902,67.514,e4a2
